지점,지점명,일시,기온(°C),기온 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
259,강진군,2021-12-03 11:00,11.1,,0.7,,1.2,,7,0,,,8.8,,8.5,8.4,9.4,10.2
259,강진군,2021-12-03 12:00,11,,0.6,,1.25,,6,1,,4,9.1,,9.3,8.7,9.4,10.2
259,강진군,2021-12-03 13:00,10,,0.3,,1.05,,8,4,,3,9.2,,9.3,9,9.4,10.4
259,강진군,2021-12-03 14:00,9.5,,0.1,,0.78,,9,2,,3,9.4,,9.4,9.2,9.6,10.2
259,강진군,2021-12-03 15:00,8,,0.1,,0.5,,8,8,,3,8.5,,9.3,9.3,9.6,10.3
259,강진군,2021-12-03 16:00,7.9,,0.1,,0.42,,9,8,,3,8.1,,9.2,9.3,9.7,10.5
259,강진군,2021-12-03 17:00,7.5,,0,,0.12,,7,7,,3,7.3,,8.8,9.2,9.7,10.4
259,강진군,2021-12-03 18:00,6.8,,0,,0.02,,1,1,,4,6.1,,8.2,9,9.8,10.5
259,강진군,2021-12-03 19:00,6.3,,,9,,9,3,3,,3,5.5,,7.8,8.8,9.9,10.5
259,강진군,2021-12-03 20:00,5.6,,,9,,9,3,0,,,4.9,,7.5,8.5,9.8,10.5
259,강진군,2021-12-03 21:00,5.8,,,9,,9,0,0,,,4.7,,7.2,8.3,9.8,10.6
259,강진군,2021-12-03 22:00,5.3,,,9,,9,0,0,,,4.4,,6.9,8,9.7,10.5
259,강진군,2021-12-03 23:00,4.4,,,9,,9,0,0,,,4.4,,6.8,7.9,9.6,10.5
259,강진군,2021-12-04 0:00,4.6,,,9,,9,7,7,,,5.2,,6.9,7.8,9.5,10.5
259,강진군,2021-12-04 1:00,5.3,,,9,,9,8,3,,3,5.1,,7,7.8,9.4,10.4
259,강진군,2021-12-04 2:00,3.7,,,9,,9,0,0,,,4.9,,6.8,7.8,9.4,10.3
259,강진군,2021-12-04 3:00,4,,,9,,9,1,1,,4,5.4,,6.9,7.7,9.3,10.4
259,강진군,2021-12-04 4:00,4.3,,,9,,9,2,2,,3,5,,7,7.7,9.3,10.4
259,강진군,2021-12-04 5:00,3.3,,,9,,9,5,5,,4,4.8,,6.8,7.7,9.2,10.4
259,강진군,2021-12-04 6:00,1.6,,,9,,9,1,1,,42,4.3,,6.5,7.6,9.3,10.3
259,강진군,2021-12-04 7:00,0.1,,,9,,9,0,0,,,3.7,,6,7.4,9.3,10.2
259,강진군,2021-12-04 8:00,0.4,,0,,0.04,,7,3,,7,3.9,,5.8,7.2,9.1,10.2
259,강진군,2021-12-04 9:00,3.2,,0.8,,0.47,,2,0,,,4.2,,5.9,7.1,9,10.2
259,강진군,2021-12-04 10:00,4.8,,0.6,,0.87,,8,8,,6,6.7,,6.7,7.2,9,10.1
259,강진군,2021-12-04 11:00,7.7,,0.5,,1.17,,5,4,,41,7.9,,7.7,7.5,8.9,10.1
259,강진군,2021-12-04 12:00,9.9,,1,,1.88,,3,0,,,9.3,,9,8.1,9,10.1
259,강진군,2021-12-04 13:00,11.5,,1,,2.02,,5,1,,4,9.9,,9,8.4,9,10
259,강진군,2021-12-04 14:00,11.7,,0.9,,1.9,,7,6,,4,10.4,,9.3,8.8,9.1,9.9
259,강진군,2021-12-04 15:00,11.5,,0.5,,1.16,,8,5,,4,9.9,,9.8,9.1,9.3,10.1
259,강진군,2021-12-04 16:00,11.6,,0.2,,0.43,,7,1,,39,8.8,,9.4,9.3,9.4,10
259,강진군,2021-12-04 17:00,11.4,,0.2,,0.26,,8,8,,4,8.8,,9.3,9.3,9.5,10.2
259,강진군,2021-12-04 18:00,10.3,,0,,0.02,,3,3,,3,7.8,,9,9.3,9.6,10.2
259,강진군,2021-12-04 19:00,9.1,,,9,,9,0,0,,,7.4,,8.7,9.1,9.8,10.3
259,강진군,2021-12-04 20:00,8.3,,,9,,9,3,2,,3,7.1,,8.4,9,9.8,10.4
259,강진군,2021-12-04 21:00,7.2,,,9,,9,0,0,,,6.3,,8.1,8.8,9.8,10.4
259,강진군,2021-12-04 22:00,5.9,,,9,,9,0,0,,,5.8,,7.8,8.7,9.8,10.3
259,강진군,2021-12-04 23:00,4.3,,,9,,9,0,0,,,5.3,,7.4,8.4,9.8,10.2
259,강진군,2021-12-05 0:00,2,,,9,,9,0,0,,,4.9,,7,8.2,9.7,10.4
259,강진군,2021-12-05 1:00,1.4,,,9,,9,0,0,,,4.5,,6.7,7.9,9.6,10.5
259,강진군,2021-12-05 2:00,0.4,,,9,,9,0,0,,,4.1,,6.5,7.7,9.5,10.4
259,강진군,2021-12-05 3:00,0.1,,,9,,9,0,0,,,3.8,,6.1,7.5,9.5,10.4
259,강진군,2021-12-05 4:00,-0.4,,,9,,9,0,0,,,3.4,,5.9,7.3,9.3,10.4
259,강진군,2021-12-05 5:00,-1,,,9,,9,0,0,,,3.1,,5.7,7.1,9.1,10.4
259,강진군,2021-12-05 6:00,-1.4,,,9,,9,0,0,,,2.9,,5.5,6.9,9.1,10.2
259,강진군,2021-12-05 7:00,-1.6,,,9,,9,0,0,,,2.7,,5.3,6.8,9,10
259,강진군,2021-12-05 8:00,-1.2,,0,,0.03,,0,0,,,2.9,,5.2,6.6,8.9,10.2
259,강진군,2021-12-05 9:00,1.2,,0.9,,0.52,,0,0,,,3.4,,5.3,6.5,8.7,10.1
259,강진군,2021-12-05 10:00,5.5,,1,,1.19,,3,0,,,5,,6,6.6,8.6,9.9
259,강진군,2021-12-05 11:00,6.9,,1,,1.49,,5,1,,3,7.3,,7.3,7,8.6,9.9
259,강진군,2021-12-05 12:00,10.2,,1,,1.9,,5,0,,,9,,8.6,7.6,8.6,9.9
259,강진군,2021-12-05 13:00,11,,1,,1.79,,4,1,,,9.3,,8.5,8,8.7,9.7
259,강진군,2021-12-05 14:00,11.4,,1,,1.9,,2,0,,,9.4,,8.8,8.3,8.8,9.9
259,강진군,2021-12-05 15:00,11.6,,1,,1.53,,0,0,,,9.1,,9.7,8.7,8.9,9.7
259,강진군,2021-12-05 16:00,11.7,,1,,1.01,,0,0,,,8.6,,9.4,8.9,9.1,9.9
259,강진군,2021-12-05 17:00,9.9,,0.5,,0.31,,1,0,,,7.8,,9,9,9.3,9.8
259,강진군,2021-12-05 18:00,6.2,,0,,0.02,,0,0,,,6.8,,8.3,8.8,9.4,10
259,강진군,2021-12-05 19:00,5.1,,,9,,9,0,0,,,6.2,,7.7,8.6,9.4,10
259,강진군,2021-12-05 20:00,3.5,,,9,,9,0,0,,,5.8,,7.3,8.3,9.4,10.1
259,강진군,2021-12-05 21:00,2.9,,,9,,9,0,0,,,5.4,,7,8.1,9.4,10.1
259,강진군,2021-12-05 22:00,2.2,,,9,,9,2,0,,,5,,6.8,7.9,9.3,10.2
259,강진군,2021-12-05 23:00,1.6,,,9,,9,10,0,,,4.8,,6.6,7.7,9.3,10
259,강진군,2021-12-06 0:00,1.5,,,9,,9,10,2,,,4.7,,6.4,7.6,9.1,10.1
259,강진군,2021-12-06 1:00,2.5,,,9,,9,9,9,,3,5.2,,6.6,7.5,9.2,10.1
259,강진군,2021-12-06 2:00,2.2,,,9,,9,4,4,,4,4.8,,6.5,7.5,9,10.1
259,강진군,2021-12-06 3:00,1.7,,,9,,9,10,2,,3,4.6,,6.3,7.4,9.1,10
259,강진군,2021-12-06 4:00,1.1,,,9,,9,4,0,,,4.2,,6.1,7.2,9,10.1
259,강진군,2021-12-06 5:00,1.5,,,9,,9,8,7,,4,4.5,,5.9,7.1,8.9,9.9
259,강진군,2021-12-06 6:00,2.4,,,9,,9,0,0,,,4.5,,6.1,7.1,8.8,9.9
259,강진군,2021-12-06 7:00,2,,,9,,9,10,7,,4,4.4,,6.2,7.1,8.8,9.9
259,강진군,2021-12-06 8:00,1.6,,0,,0.02,,0,0,,,4.2,,5.9,7,8.7,9.9
259,강진군,2021-12-06 9:00,4.6,,0.9,,0.49,,0,0,,,4.7,,5.9,6.9,8.7,9.8
259,강진군,2021-12-06 10:00,8.1,,1,,1.19,,0,0,,,6.2,,6.7,7.1,8.6,9.7
259,강진군,2021-12-06 11:00,11.9,,1,,1.55,,2,0,,,8.8,,8,7.6,8.7,9.7
259,강진군,2021-12-06 12:00,14.5,,1,,1.89,,0,0,,,10.1,,9.5,8.2,8.8,9.6
259,강진군,2021-12-06 13:00,14.8,,1,,2.04,,0,0,,,10.7,,9.5,8.6,8.8,9.6
259,강진군,2021-12-06 14:00,15.1,,1,,1.89,,0,0,,,11,,9.8,9,8.9,9.8
259,강진군,2021-12-06 15:00,14.8,,1,,1.48,,5,0,,,11.3,,10.7,9.5,9.2,9.7
259,강진군,2021-12-06 16:00,14.1,,0.9,,0.84,,1,1,,3,10.4,,10.5,9.7,9.4,9.9
259,강진군,2021-12-06 17:00,12.5,,0.4,,0.33,,4,0,,,9.3,,10,9.8,9.5,9.9
259,강진군,2021-12-06 18:00,10.4,,0,,0.01,,6,1,,19,8.4,,9.4,9.7,9.7,9.9
259,강진군,2021-12-06 19:00,9.5,,,9,,9,6,2,,19,7.9,,9,9.5,9.7,10
259,강진군,2021-12-06 20:00,7.3,,,9,,9,7,1,,47,7.4,,8.6,9.3,9.8,10.2
259,강진군,2021-12-06 21:00,6.3,,,9,,9,6,0,,,7,,8.2,9.1,9.8,10.1
259,강진군,2021-12-06 22:00,5.1,,,9,,9,6,1,,18,6.4,,7.9,8.9,9.7,10.1
259,강진군,2021-12-06 23:00,3.9,,,9,,9,6,2,,17,6.1,,7.6,8.6,9.7,10.3
259,강진군,2021-12-07 0:00,3.5,,,9,,9,5,0,,,5.7,,7.3,8.5,9.7,10.3
259,강진군,2021-12-07 1:00,2.7,,,9,,9,0,0,,,5.3,,7,8.2,9.7,10.4
259,강진군,2021-12-07 2:00,2.3,,,9,,9,0,0,,,5,,6.7,8,9.6,10.3
259,강진군,2021-12-07 3:00,2.5,,,9,,9,0,0,,,4.7,,6.7,7.8,9.4,10.2
259,강진군,2021-12-07 4:00,1.7,,,9,,9,0,0,,,4.4,,6.4,7.7,9.4,10.3
259,강진군,2021-12-07 5:00,1.5,,,9,,9,6,0,,,4.2,,6.2,7.5,9.3,10.2
259,강진군,2021-12-07 6:00,0.9,,,9,,9,0,0,,,4,,5.9,7.3,9.2,10.2
259,강진군,2021-12-07 7:00,2.2,,,9,,9,0,0,,,3.8,,5.9,7.2,9.1,10.2
259,강진군,2021-12-07 8:00,2.2,,0,,0.02,,0,0,,,3.7,,5.8,7,9.1,10.1
259,강진군,2021-12-07 9:00,6.5,,0.8,,0.46,,0,0,,,4.4,,5.8,7,8.9,10
259,강진군,2021-12-07 10:00,10.1,,1,,1.07,,0,0,,,6.1,,6.7,7.1,8.9,10
259,강진군,2021-12-07 11:00,11.5,,1,,1.54,,0,0,,,7.9,,7.9,7.6,8.8,9.9
259,강진군,2021-12-07 12:00,12.7,,1,,1.86,,0,0,,,9.1,,9.1,8.1,8.9,9.9
259,강진군,2021-12-07 13:00,13,,1,,1.95,,0,0,,,9.4,,9.3,8.4,8.9,10
259,강진군,2021-12-07 14:00,14,,1,,1.83,,0,0,,,9.5,,9.3,8.8,9,9.9
259,강진군,2021-12-07 15:00,13.9,,1,,1.41,,0,0,,,9.5,,10,9.2,9.2,9.9
259,강진군,2021-12-07 16:00,13.2,,1,,0.89,,0,0,,,8.9,,9.9,9.4,9.4,9.9
259,강진군,2021-12-07 17:00,11.6,,0.3,,0.29,,0,0,,,8.1,,9.4,9.4,9.4,10.1
259,강진군,2021-12-07 18:00,10.7,,0,,0.02,,0,0,,,7.3,,8.8,9.3,9.6,10
259,강진군,2021-12-07 19:00,9.6,,,9,,9,0,0,,,7,,8.5,9,9.6,10.2
259,강진군,2021-12-07 20:00,8.4,,,9,,9,0,0,,,6.6,,8.2,8.9,9.7,10.1
259,강진군,2021-12-07 21:00,6.9,,,9,,9,0,0,,,6.1,,7.8,8.7,9.6,10.3
259,강진군,2021-12-07 22:00,5.9,,,9,,9,0,0,,,5.7,,7.5,8.5,9.6,10.1
259,강진군,2021-12-07 23:00,4.7,,,9,,9,0,0,,,5.4,,7.3,8.2,9.6,10.3
259,강진군,2021-12-08 0:00,3.2,,,9,,9,0,0,,,5.1,,7,8.1,9.5,10.2
259,강진군,2021-12-08 1:00,2.4,,,9,,9,0,0,,,4.7,,6.7,7.9,9.4,10.1
259,강진군,2021-12-08 2:00,1.7,,,9,,9,0,0,,,4.4,,6.5,7.7,9.3,10.3
259,강진군,2021-12-08 3:00,1.4,,,9,,9,0,0,,,4.2,,6.2,7.5,9.3,10.1
259,강진군,2021-12-08 4:00,0.7,,,9,,9,0,0,,,3.8,,6,7.3,9.2,10.1
259,강진군,2021-12-08 5:00,0.6,,,9,,9,0,0,,,3.6,,5.7,7.2,9.1,10
259,강진군,2021-12-08 6:00,0.1,,,9,,9,1,0,,,3.5,,5.6,7,9.1,10
259,강진군,2021-12-08 7:00,-0.3,,,9,,9,6,0,,,3.2,,5.4,6.8,9,10
259,강진군,2021-12-08 8:00,0,,0,,0.02,,7,0,,,3.3,,5.3,6.7,8.9,9.9
259,강진군,2021-12-08 9:00,2.1,,0.7,,0.34,,3,0,,,4.1,,5.4,6.6,8.8,9.8
259,강진군,2021-12-08 10:00,6,,1,,0.88,,0,0,,,5.3,,6.1,6.7,8.7,9.6
259,강진군,2021-12-08 11:00,10.2,,1,,1.44,,0,0,,,7.8,,7.5,7.2,8.6,9.7
259,강진군,2021-12-08 12:00,13,,1,,1.85,,0,0,,,8.9,,8.9,7.8,8.6,9.7
259,강진군,2021-12-08 13:00,14,,1,,1.99,,0,0,,,10.1,,9.1,8.1,8.7,9.7
259,강진군,2021-12-08 14:00,14.9,,1,,1.83,,0,0,,,10.3,,9.4,8.6,8.8,9.7
259,강진군,2021-12-08 15:00,14.1,,1,,1.48,,0,0,,,10,,10.1,9.1,9,9.7
259,강진군,2021-12-08 16:00,13.5,,0.9,,0.82,,5,0,,,9.4,,9.9,9.3,9.2,9.7
259,강진군,2021-12-08 17:00,11.8,,0.3,,0.31,,0,0,,,8.5,,9.5,9.3,9.3,9.8
259,강진군,2021-12-08 18:00,7.8,,0,,0.02,,0,0,,,7.5,,8.7,9.2,9.4,9.9
259,강진군,2021-12-08 19:00,6.1,,,9,,9,0,0,,,6.7,,8.2,8.9,9.4,10.1
259,강진군,2021-12-08 20:00,5.3,,,9,,9,0,0,,,6.2,,7.7,8.7,9.5,10
259,강진군,2021-12-08 21:00,4.4,,,9,,9,0,0,,,5.8,,7.3,8.4,9.5,10.2
259,강진군,2021-12-08 22:00,3,,,9,,9,0,0,,,5.3,,7,8.2,9.5,10
259,강진군,2021-12-08 23:00,2.4,,,9,,9,0,0,,,5,,6.8,7.9,9.4,10.1
259,강진군,2021-12-09 0:00,2,,,9,,9,0,0,,,4.7,,6.5,7.7,9.4,10
259,강진군,2021-12-09 1:00,1.7,,,9,,9,0,0,,,4.3,,6.4,7.6,9.2,10
259,강진군,2021-12-09 2:00,1.2,,,9,,9,0,0,,,4.1,,6.1,7.4,9,10
259,강진군,2021-12-09 3:00,0.9,,,9,,9,5,0,,,4,,6,7.2,9.1,10
259,강진군,2021-12-09 4:00,0.8,,,9,,9,1,0,,,3.8,,5.9,7,9,9.9
259,강진군,2021-12-09 5:00,0.4,,,9,,9,0,0,,,3.6,,5.6,7,8.9,9.8
259,강진군,2021-12-09 6:00,0,,,9,,9,1,0,,,3.4,,5.4,6.8,8.9,9.8
259,강진군,2021-12-09 7:00,-0.1,,,9,,9,2,0,,,3.3,,5.3,6.7,8.8,9.8
259,강진군,2021-12-09 8:00,0.7,,0,,0.03,,9,1,,19,3.7,,5.3,6.6,8.7,9.7
259,강진군,2021-12-09 9:00,3.8,,0.5,,0.36,,5,0,,,4.3,,5.5,6.5,8.6,9.8
259,강진군,2021-12-09 10:00,6.2,,0.6,,0.76,,6,4,,4,6.3,,6.2,6.7,8.5,9.7
259,강진군,2021-12-09 11:00,8.6,,0,,0.58,,10,10,,4,7.8,,7.3,7.2,8.6,9.5
259,강진군,2021-12-09 12:00,11.7,,0,,0.93,,9,9,,5,9.6,,8.3,7.7,8.6,9.5
259,강진군,2021-12-09 13:00,13.4,,0.2,,1.1,,9,6,,5,10.4,,9.2,8.3,8.5,9.5
259,강진군,2021-12-09 14:00,14.5,,0.2,,1.05,,9,6,,13,11,,9.7,8.8,8.7,9.6
259,강진군,2021-12-09 15:00,14.3,,0.4,,1.08,,7,2,,6,10.5,,10.1,9.2,8.9,9.5
259,강진군,2021-12-09 16:00,13.4,,0,,0.42,,7,3,,6,10.2,,10,9.4,9.1,9.6
259,강진군,2021-12-09 17:00,12.6,,0,,0.13,,9,2,,12,9.5,,9.6,9.5,9.2,9.5
259,강진군,2021-12-09 18:00,11,,0,,0.01,,8,6,,12,8.7,,9.2,9.4,9.2,9.9
259,강진군,2021-12-09 19:00,9,,,9,,9,7,7,,12,8,,8.8,9.3,9.4,9.8
259,강진군,2021-12-09 20:00,8.5,,,9,,9,8,4,,11,7.7,,8.5,9.1,9.5,10
259,강진군,2021-12-09 21:00,7.3,,,9,,9,7,5,,6,7.4,,8.2,8.9,9.6,9.9
259,강진군,2021-12-09 22:00,7.6,,,9,,9,8,8,,6,7.5,,8.3,8.8,9.5,10
259,강진군,2021-12-09 23:00,6.7,,,9,,9,5,5,,10,7,,8.1,8.8,9.5,10.1
259,강진군,2021-12-10 0:00,6.4,,,9,,9,8,8,,,6.9,,7.9,8.6,9.5,9.9
259,강진군,2021-12-10 1:00,6.8,,,9,,9,8,8,,10,7.1,,7.9,8.6,9.6,10
259,강진군,2021-12-10 2:00,5.5,,,9,,9,7,1,,9,6.5,,7.6,8.5,9.5,10.1
259,강진군,2021-12-10 3:00,5.8,,,9,,9,7,5,,6,6.5,,7.7,8.4,9.4,10.1
259,강진군,2021-12-10 4:00,6.1,,,9,,9,8,8,,6,6.9,,7.7,8.3,9.4,10.1
259,강진군,2021-12-10 5:00,6.1,,,9,,9,1,1,,6,6.8,,7.8,8.4,9.3,10
259,강진군,2021-12-10 6:00,6.2,,,9,,9,6,6,,5,7,,7.7,8.4,9.4,10
259,강진군,2021-12-10 7:00,6.6,,,9,,9,0,0,,,7,,7.8,8.4,9.3,9.9
259,강진군,2021-12-10 8:00,6.4,,0,,0.01,,1,1,,3,6.9,,7.5,8.4,9.3,9.9
259,강진군,2021-12-10 9:00,8,,0.1,,0.24,,5,5,,2,7.7,,7.8,8.5,9.4,10
259,강진군,2021-12-10 10:00,10.8,,0.4,,0.68,,5,4,,2,9,,8.5,8.7,9.3,10
259,강진군,2021-12-10 11:00,13.9,,1,,1.5,,6,0,,,10.9,,9.7,9.1,9.3,9.9
259,강진군,2021-12-10 12:00,14.4,,0.6,,1.39,,8,3,,3,11.6,,10.6,9.6,9.4,10
259,강진군,2021-12-10 13:00,14.6,,0.4,,1.29,,8,2,,5,12,,10.9,10,9.6,10
259,강진군,2021-12-10 14:00,15.5,,0.3,,0.93,,5,5,,4,12.2,,11,10.3,9.7,10.1
259,강진군,2021-12-10 15:00,15.2,,0.6,,1.21,,4,3,,3,12.1,,11.5,10.6,9.9,10.2
259,강진군,2021-12-10 16:00,13.7,,0.4,,0.55,,4,1,,3,10.9,,11.1,10.8,10,10.2
259,강진군,2021-12-10 17:00,12.9,,0.1,,0.25,,3,0,,,10,,10.6,10.6,10.2,10.4
259,강진군,2021-12-10 18:00,11.5,,0,,0.01,,0,0,,,9.3,,10.1,10.5,10.2,10.4
259,강진군,2021-12-10 19:00,10.5,,,9,,9,0,0,,,8.7,,9.8,10.2,10.3,10.4
259,강진군,2021-12-10 20:00,10.3,,,9,,9,0,0,,,8.4,,9.5,10,10.4,10.5
259,강진군,2021-12-10 21:00,9.2,,,9,,9,0,0,,,7.8,,9.2,9.9,10.2,10.5
259,강진군,2021-12-10 22:00,7.6,,,9,,9,6,0,,,7.3,,8.7,9.6,10.3,10.4
259,강진군,2021-12-10 23:00,5.9,,,9,,9,6,0,,,6.9,,8.4,9.4,10.2,10.7
259,강진군,2021-12-11 0:00,5.4,,,9,,9,6,0,,,6.6,,8.1,9.1,10.2,10.6
259,강진군,2021-12-11 1:00,4.7,,,9,,9,8,0,,,6.3,,7.8,9,10.1,10.5
259,강진군,2021-12-11 2:00,5.1,,,9,,9,8,0,,,6.1,,7.7,8.8,10,10.7
259,강진군,2021-12-11 3:00,4.4,,,9,,9,5,0,,,5.8,,7.4,8.6,10,10.6
259,강진군,2021-12-11 4:00,4,,,9,,9,8,0,,,5.8,,7.3,8.4,9.9,10.7
259,강진군,2021-12-11 5:00,3.7,,,9,,9,8,0,,,5.6,,7.2,8.3,9.8,10.4
259,강진군,2021-12-11 6:00,2.8,,,9,,9,2,0,,,5.2,,7,8.3,9.7,10.4
259,강진군,2021-12-11 7:00,2.7,,,9,,9,5,0,,,5,,6.8,8,9.7,10.5
259,강진군,2021-12-11 8:00,2.6,,0,,0.01,,0,0,,,4.8,,6.6,7.9,9.5,10.3
259,강진군,2021-12-11 9:00,3.5,,0,,0.18,,1,0,,,5.3,,6.5,7.8,9.5,10.4
259,강진군,2021-12-11 10:00,8.1,,0.9,,0.82,,3,0,,,7,,7.2,7.9,9.3,10.3
259,강진군,2021-12-11 11:00,11.1,,1,,1.31,,4,0,,,8.9,,8.6,8.3,9.3,10.2
259,강진군,2021-12-11 12:00,11.8,,1,,1.75,,3,0,,,9.6,,9.6,8.8,9.4,10.2
259,강진군,2021-12-11 13:00,13.1,,1,,1.83,,3,0,,,10.5,,9.9,9.1,9.4,10.2
259,강진군,2021-12-11 14:00,13.4,,1,,1.65,,5,0,,,10.8,,10.1,9.5,9.5,10.2
259,강진군,2021-12-11 15:00,12.8,,0.9,,1.23,,6,3,,3,10.7,,10.7,9.9,9.7,10.2
259,강진군,2021-12-11 16:00,12,,0.5,,0.59,,7,2,,3,10.2,,10.4,10.1,9.8,10.2
259,강진군,2021-12-11 17:00,10.9,,0.1,,0.29,,7,3,,3,9.3,,10.1,10,9.9,10.4
259,강진군,2021-12-11 18:00,10.4,,0,,0,,7,5,,14,8.8,,9.6,9.9,10,10.3
259,강진군,2021-12-11 19:00,9.8,,,9,,9,8,4,,19,8.2,,9.2,9.8,10,10.5
259,강진군,2021-12-11 20:00,9.5,,,9,,9,9,2,,17,8.1,,9.1,9.6,10.1,10.5
259,강진군,2021-12-11 21:00,8.6,,,9,,9,8,2,,13,7.8,,8.8,9.5,10,10.5
259,강진군,2021-12-11 22:00,7.8,,,9,,9,9,7,,11,7.6,,8.6,9.3,10,10.6
259,강진군,2021-12-11 23:00,7.4,,,9,,9,10,7,,9,7.8,,8.7,9.2,10.1,10.5
259,강진군,2021-12-12 0:00,7.6,,,9,,9,1,1,,,7.7,,8.7,9.2,10,10.4
259,강진군,2021-12-12 1:00,8.2,,,9,,9,9,7,,2,7.9,,8.7,9.2,10,10.6
259,강진군,2021-12-12 2:00,9,,,9,,9,9,8,,2,8.1,,8.7,9.2,10,10.6
259,강진군,2021-12-12 3:00,9.3,,,9,,9,1,1,,2,7.9,,8.9,9.2,9.9,10.6
259,강진군,2021-12-12 4:00,9.4,,,9,,9,1,1,,9,7.7,,8.8,9.2,10,10.6
259,강진군,2021-12-12 5:00,8,,,9,,9,5,5,,10,7.2,,8.6,9.1,10.1,10.4
259,강진군,2021-12-12 6:00,7,,,9,,9,9,4,,3,7,,8.3,9,10,10.6
259,강진군,2021-12-12 7:00,8.2,,,9,,9,7,2,,2,6.9,,8,8.9,9.9,10.5
259,강진군,2021-12-12 8:00,8.9,,0,,0.01,,8,6,,2,7,,8.1,8.8,9.9,10.4
259,강진군,2021-12-12 9:00,8.9,,0,,0.14,,8,2,,3,7.3,,8.2,8.8,9.9,10.5
259,강진군,2021-12-12 10:00,9.6,,0.3,,0.53,,8,6,,13,8.5,,8.6,8.9,9.8,10.4
259,강진군,2021-12-12 11:00,10.2,,0.1,,0.67,,10,7,,3,9.1,,9.1,9.1,9.8,10.5
259,강진군,2021-12-12 12:00,11,,0.3,,0.93,,10,2,,3,10.5,,9.7,9.3,9.8,10.5
259,강진군,2021-12-12 13:00,10.9,,0.4,,1.09,,9,5,,3,9.9,,9.9,9.6,9.9,10.4
259,강진군,2021-12-12 14:00,11.6,,0.5,,1.19,,10,3,,4,10.6,,10,9.8,10,10.4
259,강진군,2021-12-12 15:00,9.6,,0.6,,1.05,,9,2,,3,9.3,,10.3,10,10,10.5
259,강진군,2021-12-12 16:00,8.6,,0.4,,0.58,,8,7,,4,8.1,,9.8,9.9,10.1,10.5
259,강진군,2021-12-12 17:00,7.1,,0.1,,0.24,,8,4,,4,7.3,,9.2,9.7,10.2,10.5
259,강진군,2021-12-12 18:00,5.8,,0,,0.02,,2,2,,3,6.4,,8.7,9.5,10.1,10.6
259,강진군,2021-12-12 19:00,4.8,,,9,,9,4,3,,4,5.6,,8.1,9.1,10.2,10.7
259,강진군,2021-12-12 20:00,4.3,,,9,,9,2,2,,4,5.3,,7.9,8.8,10.1,10.5
259,강진군,2021-12-12 21:00,3.8,,,9,,9,1,1,,4,4.3,,7.5,8.5,10,10.7
259,강진군,2021-12-12 22:00,3.9,,,9,,9,1,1,,4,4.6,,7.2,8.3,9.9,10.7
259,강진군,2021-12-12 23:00,3.8,,,9,,9,9,8,,4,4,,7,8.1,9.8,10.5
259,강진군,2021-12-13 0:00,3.7,,,9,,9,6,6,,,4.1,,6.8,7.9,9.7,10.5
259,강진군,2021-12-13 1:00,3.5,,,9,,9,9,9,,3,4.1,,6.6,7.8,9.7,10.4
259,강진군,2021-12-13 2:00,2.9,,,9,,9,7,7,,4,3.9,,6.6,7.7,9.5,10.3
259,강진군,2021-12-13 3:00,2,,,9,,9,1,1,,4,3.6,,6.3,7.5,9.5,10.4
259,강진군,2021-12-13 4:00,1.5,,,9,,9,9,9,,4,3.2,,6.1,7.4,9.4,10.3
259,강진군,2021-12-13 5:00,1.2,,,9,,9,1,1,,4,2.8,,6,7.1,9.3,10.2
259,강진군,2021-12-13 6:00,0.7,,,9,,9,5,5,,4,2.8,,5.6,7,9.2,10.2
259,강진군,2021-12-13 7:00,0.3,,,9,,9,0,0,,,2.3,,5.4,6.8,9.1,10.2
259,강진군,2021-12-13 8:00,0.1,,0,,0.02,,0,0,,,2.2,,5.2,6.6,9,10.1
259,강진군,2021-12-13 9:00,1.9,,0.8,,0.42,,1,0,,,2.6,,5.3,6.5,8.8,10.1
259,강진군,2021-12-13 10:00,3.1,,1,,1.1,,0,0,,,3.2,,5.7,6.5,8.7,9.9
259,강진군,2021-12-13 11:00,3.4,,1,,1.62,,0,0,,,4.4,,6.5,6.7,8.7,10
259,강진군,2021-12-13 12:00,4.1,,1,,1.96,,0,0,,,5.3,,7.4,6.9,8.7,9.9
259,강진군,2021-12-13 13:00,5.1,,1,,2.07,,0,0,,,5.9,,7.1,7.1,8.6,9.8
259,강진군,2021-12-13 14:00,5.6,,1,,1.95,,0,0,,,5.7,,7.1,7.3,8.7,9.8
259,강진군,2021-12-13 15:00,5.5,,1,,1.6,,0,0,,,5.6,,7.8,7.6,8.8,9.6
259,강진군,2021-12-13 16:00,5.2,,1,,1.02,,0,0,,,5.3,,7.7,7.7,8.7,9.7
259,강진군,2021-12-13 17:00,3.7,,0.3,,0.32,,0,0,,,4.5,,7.2,7.6,8.8,9.8
259,강진군,2021-12-13 18:00,2.6,,0,,0.02,,0,0,,,3.9,,6.4,7.5,8.9,9.7
259,강진군,2021-12-13 19:00,1.9,,,9,,9,0,0,,,3.3,,6,7.2,8.8,9.8
