지점,지점명,일시,기온(°C),기온 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
259,강진군,2021-10-11 9:00,16.9,,0,,0.37,,10,4,,,20.1,,21.8,22.4,23.8,24.3
259,강진군,2021-10-11 10:00,16.9,,0,,0.55,,9,4,,,20.5,,21.9,22.4,23.7,24.3
259,강진군,2021-10-11 11:00,17.1,,0,,0.44,,10,4,,,20.9,,21.9,22.4,23.6,24.2
259,강진군,2021-10-11 12:00,18.2,,0,,0.68,,10,4,,,21.5,,22.1,22.6,23.5,24.1
259,강진군,2021-10-11 13:00,18,,0,,0.5,,10,4,,,21.3,,22.2,22.7,23.5,24.1
259,강진군,2021-10-11 14:00,18,,0,,0.37,,10,4,,,21,,22.1,22.7,23.5,24
259,강진군,2021-10-11 15:00,17.7,,0,,0.6,,10,4,,,21.3,,22.2,22.7,23.5,24
259,강진군,2021-10-11 16:00,17,,0,,0.36,,10,4,,,20.5,,22.1,22.6,23.4,24
259,강진군,2021-10-11 17:00,16.3,,0,,0.17,,10,4,,,19.7,,21.8,22.5,23.4,23.9
259,강진군,2021-10-11 18:00,16.3,,0,,0.03,,10,4,,,19.4,,21.5,22.2,23.4,23.9
259,강진군,2021-10-11 19:00,15.8,,0,,0,,10,4,,,19,,21.3,22,23.3,23.9
259,강진군,2021-10-11 20:00,15.8,,,9,,9,2,2,,,19,,21,21.7,23.2,23.8
259,강진군,2021-10-11 21:00,15.9,,,9,,9,10,4,,,18.9,,20.9,21.6,23.1,23.8
259,강진군,2021-10-11 22:00,16.1,,,9,,9,10,4,,,19,,20.8,21.4,23,23.7
259,강진군,2021-10-11 23:00,16.1,,,9,,9,9,4,,,19.1,,20.7,21.4,22.9,23.6
259,강진군,2021-10-12 0:00,16.4,,,9,,9,9,4,,,19.1,,20.7,21.3,22.8,23.6
259,강진군,2021-10-12 1:00,16.6,,,9,,9,1,1,,,19.2,,20.7,21.3,22.8,23.5
259,강진군,2021-10-12 2:00,16.7,,,9,,9,0,0,,,19.3,,20.6,21.3,22.7,23.5
259,강진군,2021-10-12 3:00,16.9,,,9,,9,0,0,,,19.3,,20.6,21.2,22.6,23.4
259,강진군,2021-10-12 4:00,17.2,,,9,,9,1,1,,,19.3,,20.6,21.2,22.6,23.4
259,강진군,2021-10-12 5:00,18.2,,,9,,9,1,1,,,19.5,,20.6,21.2,22.5,23.3
259,강진군,2021-10-12 6:00,18.4,,,9,,9,1,1,,,19.5,,20.7,21.3,22.5,23.3
259,강진군,2021-10-12 7:00,18.7,,0,,0,,6,4,,,19.5,,20.7,21.3,22.5,23.2
259,강진군,2021-10-12 8:00,19,,0,,0.09,,9,4,,,19.7,,20.7,21.3,22.4,23.2
259,강진군,2021-10-12 9:00,19.6,,0,,0.26,,8,4,,,20.3,,20.9,21.4,22.4,23.2
259,강진군,2021-10-12 10:00,20.8,,0,,0.76,,9,4,,,21.8,,21.2,21.5,22.4,23.1
259,강진군,2021-10-12 11:00,20.8,,0,,1.18,,9,4,,,22.3,,21.7,22,22.4,23.1
259,강진군,2021-10-12 12:00,21.2,,0,,1.11,,9,4,,,22.6,,22,22.3,22.5,23.1
259,강진군,2021-10-12 13:00,22.3,,0.2,,1.77,,9,4,,,24.7,,22.6,22.6,22.5,23.1
259,강진군,2021-10-12 14:00,22.5,,0.5,,2.23,,9,4,,,25.8,,23.4,23.2,22.6,23.1
259,강진군,2021-10-12 15:00,21.2,,0.1,,1,,9,4,,,23,,23.5,23.6,22.7,23.1
259,강진군,2021-10-12 16:00,21.2,,0,,0.65,,10,4,,,22.5,,23.1,23.4,22.9,23.1
259,강진군,2021-10-12 17:00,20.2,,0.1,,0.51,,9,4,,,21.2,,22.8,23.2,22.9,23.1
259,강진군,2021-10-12 18:00,19.6,,0,,0.09,,8,4,,,20.2,,22.3,22.8,23,23.2
259,강진군,2021-10-12 19:00,19,,0,,0,,8,4,,,19.3,,21.9,22.4,22.9,23.2
259,강진군,2021-10-12 20:00,18.9,,,9,,9,9,4,,,18.9,,21.5,22,22.9,23.2
259,강진군,2021-10-12 21:00,18.7,,,9,,9,7,4,,,18.6,,21.1,21.7,22.8,23.2
259,강진군,2021-10-12 22:00,18.9,,,9,,9,3,3,,,18.6,,20.9,21.5,22.7,23.2
259,강진군,2021-10-12 23:00,18.8,,,9,,9,8,4,,,18.4,,20.7,21.3,22.6,23.2
259,강진군,2021-10-13 0:00,18.7,,,9,,9,10,4,,,18.4,,20.6,21.2,22.5,23.1
259,강진군,2021-10-13 1:00,18.7,,,9,,9,10,4,,,18.3,,20.5,21.1,22.5,23.1
259,강진군,2021-10-13 2:00,18.3,,,9,,9,8,4,,,18.1,,20.4,20.9,22.4,23
259,강진군,2021-10-13 3:00,18.4,,,9,,9,7,4,,,18.4,,20.3,20.8,22.3,23
259,강진군,2021-10-13 4:00,18.5,,,9,,9,6,4,,,18.4,,20.3,20.8,22.2,23
259,강진군,2021-10-13 5:00,18.4,,,9,,9,6,4,,,18.4,,20.3,20.8,22.2,22.9
259,강진군,2021-10-13 6:00,18,,,9,,9,7,4,,,18.1,,20.2,20.8,22.1,22.9
259,강진군,2021-10-13 7:00,17.7,,0,,0.01,,4,4,,,18,,20,20.7,22.1,22.8
259,강진군,2021-10-13 8:00,19.7,,0.5,,0.41,,5,4,,,19.2,,20.1,20.6,22,22.8
259,강진군,2021-10-13 9:00,21.2,,1,,1.09,,4,4,,,20.5,,20.4,20.9,22,22.7
259,강진군,2021-10-13 10:00,21.5,,0.3,,1.13,,8,4,,,21.9,,20.9,21.3,22,22.7
259,강진군,2021-10-13 11:00,22.9,,0.6,,1.93,,7,4,,,25.3,,21.7,21.8,22,22.7
259,강진군,2021-10-13 12:00,24,,0.7,,2.25,,7,4,,,25.7,,22.7,22.8,22.1,22.7
259,강진군,2021-10-13 13:00,24.6,,0.5,,2.1,,8,4,,,27.3,,23.3,23.3,22.3,22.7
259,강진군,2021-10-13 14:00,24.9,,0.6,,2.25,,6,4,,,26,,24.2,24.1,22.5,22.7
259,강진군,2021-10-13 15:00,24.7,,0.1,,1.31,,6,4,,,25,,24.2,24.3,22.7,22.8
259,강진군,2021-10-13 16:00,24.1,,0.1,,0.84,,5,4,,,23.8,,24,24.2,22.8,22.8
259,강진군,2021-10-13 17:00,23.4,,0,,0.42,,6,4,,,22.8,,23.6,23.9,22.9,22.9
259,강진군,2021-10-13 18:00,22.6,,0,,0.11,,6,4,,,22.1,,23.2,23.6,23,23
259,강진군,2021-10-13 19:00,21.4,,0,,0,,6,4,,,21.6,,22.8,23.3,23,23
259,강진군,2021-10-13 20:00,20.3,,,9,,9,4,4,,,21,,22.5,23,23,23.1
259,강진군,2021-10-13 21:00,21.1,,,9,,9,10,4,,,21,,22.3,22.8,23,23.1
259,강진군,2021-10-13 22:00,20.7,,,9,,9,10,4,,,20.9,,22.1,22.6,23,23.1
259,강진군,2021-10-13 23:00,20.7,,,9,,9,8,4,,,20.7,,22,22.5,22.9,23.1
259,강진군,2021-10-14 0:00,20.6,,,9,,9,7,4,,,20.3,,21.8,22.4,22.9,23.1
259,강진군,2021-10-14 1:00,20.4,,,9,,9,10,4,,,20.4,,21.6,22.2,22.8,23.1
259,강진군,2021-10-14 2:00,20.1,,,9,,9,9,4,,,20.4,,21.6,22.1,22.8,23.1
259,강진군,2021-10-14 3:00,20.1,,,9,,9,8,4,,,20.4,,21.5,22.1,22.7,23.1
259,강진군,2021-10-14 4:00,19.5,,,9,,9,8,4,,,20.1,,21.5,22,22.7,23.1
259,강진군,2021-10-14 5:00,19.8,,,9,,9,10,4,,,20,,21.3,21.9,22.7,23.1
259,강진군,2021-10-14 6:00,19.6,,,9,,9,9,4,,,20,,21.3,21.8,22.6,23
259,강진군,2021-10-14 7:00,19.3,,0,,0.01,,10,4,,,20,,21.2,21.8,22.6,23
259,강진군,2021-10-14 8:00,20.4,,0.1,,0.27,,3,3,,,20.8,,21.2,21.8,22.5,23
259,강진군,2021-10-14 9:00,22.7,,0.3,,0.78,,3,3,,,21.6,,21.5,21.9,22.5,23
259,강진군,2021-10-14 10:00,23.8,,1,,1.6,,6,4,,,24,,21.8,22.4,22.5,22.9
259,강진군,2021-10-14 11:00,24.3,,0.3,,1.72,,10,4,,,26.3,,22.8,23.2,22.6,22.9
259,강진군,2021-10-14 12:00,25.1,,0,,1.53,,9,4,,,26.7,,23.5,23.8,22.7,22.9
259,강진군,2021-10-14 13:00,24.6,,0.1,,1.15,,9,4,,,25.9,,23.8,24.2,22.9,23
259,강진군,2021-10-14 14:00,25.2,,0,,0.84,,7,4,,,25.4,,23.9,24.3,23.1,23
259,강진군,2021-10-14 15:00,27.4,,0.7,,2.06,,6,4,,,28.3,,24.7,24.7,23.2,23.1
259,강진군,2021-10-14 16:00,27.4,,1,,1.85,,5,4,,,25.4,,25.3,25.2,23.3,23.2
259,강진군,2021-10-14 17:00,26.1,,0.7,,0.74,,3,3,,,23.6,,24.9,25.1,23.5,23.2
259,강진군,2021-10-14 18:00,24.3,,0.5,,0.21,,4,4,,,22.4,,24.1,24.5,23.6,23.3
259,강진군,2021-10-14 19:00,22.6,,0,,0,9,4,4,,,21.5,,23.4,24,23.6,23.4
259,강진군,2021-10-14 20:00,21.3,,,9,,9,5,4,,,21,,23,23.5,23.6,23.4
259,강진군,2021-10-14 21:00,20,,,9,,9,5,4,,,20.6,,22.6,23.2,23.5,23.5
259,강진군,2021-10-14 22:00,19.6,,,9,,9,3,3,,,20.2,,22.2,22.8,23.4,23.5
259,강진군,2021-10-14 23:00,18.5,,,9,,9,0,0,,,19.8,,21.9,22.6,23.3,23.5
259,강진군,2021-10-15 0:00,18.1,,,9,,9,7,4,,,19.5,,21.6,22.3,23.2,23.5
259,강진군,2021-10-15 1:00,18,,,9,,9,8,4,,,19.4,,21.5,22.1,23.1,23.4
259,강진군,2021-10-15 2:00,18,,,9,,9,6,4,,,19.4,,21.3,21.9,23,23.4
259,강진군,2021-10-15 3:00,18.2,,,9,,9,6,4,,,19.4,,21.2,21.8,22.9,23.3
259,강진군,2021-10-15 4:00,18.7,,,9,,9,5,4,,,19.4,,21.1,21.7,22.8,23.3
259,강진군,2021-10-15 5:00,19.3,,,9,,9,9,4,,,19.6,,21.1,21.7,22.8,23.2
259,강진군,2021-10-15 6:00,19,,,9,,9,4,4,,,19,,21,21.6,22.7,23.2
259,강진군,2021-10-15 7:00,19,,0,,0.01,,0,0,,,19,,20.8,21.4,22.6,23.2
259,강진군,2021-10-15 8:00,20.7,,0.7,,0.34,,1,1,,,19.2,,20.7,21.3,22.5,23.1
259,강진군,2021-10-15 9:00,21.6,,1,,1.1,,4,4,,,20.3,,20.8,21.4,22.5,23.1
259,강진군,2021-10-15 10:00,23.3,,1,,1.23,,8,4,,,,9,21.3,21.9,22.5,23
259,강진군,2021-10-15 11:00,25.3,,0.9,,2.41,,8,,,,,9,23.2,22.6,22.5,22.9
259,강진군,2021-10-15 12:00,26.4,,0.5,,1.46,,9,1,,7,,9,24.9,23.5,22.6,23.1
259,강진군,2021-10-15 13:00,26.2,,0.4,,1.84,,8,4,,5,,9,25.2,24,22.8,23
259,강진군,2021-10-15 14:00,26.2,,0.6,,2.15,,9,7,,5,,9,26.5,24.7,22.9,23
259,강진군,2021-10-15 15:00,25,,0,,0.78,,9,6,,4,26.7,,25.3,24.9,23.1,23
259,강진군,2021-10-15 16:00,24.2,,0,,0.38,,9,9,,3,25.4,,24.5,24.6,23.3,23.2
259,강진군,2021-10-15 17:00,23,,0,,0.18,,2,2,,2,23.3,,23.9,24.3,23.4,23.2
259,강진군,2021-10-15 18:00,22.2,,0,,0.05,,0,0,,,22.1,,23.4,23.9,23.5,23.4
259,강진군,2021-10-15 19:00,21.7,,,9,,9,1,1,,3,21.7,,22.8,23.5,23.4,23.4
259,강진군,2021-10-15 20:00,20.5,,,9,,9,10,10,,3,21.2,,22.4,23.2,23.3,23.5
259,강진군,2021-10-15 21:00,18.1,,,9,,9,10,2,,39,19.9,,21.8,22.9,23.3,23.5
259,강진군,2021-10-15 22:00,17.8,,,9,,9,9,8,,2,19.8,,21.4,22.6,23.3,23.4
259,강진군,2021-10-15 23:00,17.5,,,9,,9,10,4,,,19.3,,21.2,22.4,23.1,23.4
259,강진군,2021-10-16 0:00,17.6,,,9,,9,10,3,,2,18.9,,20.9,22.2,23.1,23.3
259,강진군,2021-10-16 1:00,17,,,9,,9,10,3,,3,18.9,,20.6,22,23,23.4
259,강진군,2021-10-16 2:00,16.6,,,9,,9,10,9,,3,18.8,,20.4,21.7,22.8,23.4
259,강진군,2021-10-16 3:00,16.7,,,9,,9,6,6,,4,18.7,,20.3,21.6,22.7,23.3
259,강진군,2021-10-16 4:00,17.1,,,9,,9,10,3,,1,18.7,,20.2,21.4,22.7,23.1
259,강진군,2021-10-16 5:00,15.4,,,9,,9,10,2,,1,17,,19.8,21.3,22.6,23.1
259,강진군,2021-10-16 6:00,15.7,,,9,,9,9,2,,3,16.5,,19.4,21,22.5,23.1
259,강진군,2021-10-16 7:00,15.1,,0,,0,,10,8,,5,16.7,,19.2,20.7,22.4,22.9
259,강진군,2021-10-16 8:00,14.6,,0,,0.05,,10,6,,4,16.3,,19,20.5,22.2,23
259,강진군,2021-10-16 9:00,14.7,,0,,0.24,,10,4,,6,17.3,,19,20.3,22,23
259,강진군,2021-10-16 10:00,15.4,,0,,0.46,,9,1,,10,19,,19.3,20.3,22.1,22.8
259,강진군,2021-10-16 11:00,16,,0,,0.63,,10,9,,8,18.5,,19.7,20.5,21.9,22.6
259,강진군,2021-10-16 12:00,17,,0,,0.85,,10,8,,9,19.6,,20.2,20.6,21.8,22.7
259,강진군,2021-10-16 13:00,17.3,,0,,0.92,,9,7,,10,19.2,,20.4,20.8,21.8,22.5
259,강진군,2021-10-16 14:00,16.8,,0,,0.83,,10,10,,10,18.6,,20.2,20.9,21.8,22.6
259,강진군,2021-10-16 15:00,16,,0,,0.65,,10,10,,9,18.1,,19.9,20.8,21.9,22.5
259,강진군,2021-10-16 16:00,14.4,,0,,0.38,,10,8,,11,15.6,,19.2,20.5,21.8,22.5
259,강진군,2021-10-16 17:00,14,,0,,0.35,,10,9,,12,14.7,,18.7,20.1,21.7,22.3
259,강진군,2021-10-16 18:00,13,,0,,0.08,,10,9,,12,13.8,,18.1,19.6,21.6,22.6
259,강진군,2021-10-16 19:00,12.5,,,9,,9,10,9,,11,12.9,,17.4,19.2,21.5,22.4
259,강진군,2021-10-16 20:00,11.9,,,9,,9,10,3,,15,12.2,,16.9,18.8,21.3,22.1
259,강진군,2021-10-16 21:00,11.7,,,9,,9,10,1,,18,12.1,,16.6,18.4,21.1,22.2
259,강진군,2021-10-16 22:00,10.9,,,9,,9,10,3,,48,11.6,,16.2,18,21.1,22.1
259,강진군,2021-10-16 23:00,10.3,,,9,,9,9,0,,,10.8,,15.9,17.8,20.8,22
259,강진군,2021-10-17 0:00,9.9,,,9,,9,9,0,,,10.4,,15.6,17.4,20.7,21.9
259,강진군,2021-10-17 1:00,9.3,,,9,,9,10,0,,,10.2,,15.3,17.1,20.4,21.8
259,강진군,2021-10-17 2:00,8.4,,,9,,9,10,0,,,9.4,,14.9,16.8,20.2,21.8
259,강진군,2021-10-17 3:00,7.7,,,9,,9,7,0,,,8.7,,14.5,16.5,20,21.7
259,강진군,2021-10-17 4:00,7.4,,,9,,9,9,0,,,8.6,,14.3,16.2,19.9,21.7
259,강진군,2021-10-17 5:00,6.7,,,9,,9,5,0,,,7.8,,13.8,15.9,19.6,21.4
259,강진군,2021-10-17 6:00,6.1,,,9,,9,0,0,,,6.8,,13.2,15.5,19.5,21.1
259,강진군,2021-10-17 7:00,5.8,,0,,0.01,,0,0,,,6.2,,12.8,15.1,19.3,21.1
259,강진군,2021-10-17 8:00,6.4,,0.7,,0.4,,0,0,,,6.9,,12.7,14.8,19.1,21
259,강진군,2021-10-17 9:00,7.5,,1,,1.22,,0,0,,,8.1,,12.9,14.7,18.9,20.8
259,강진군,2021-10-17 10:00,8.7,,1,,1.83,,0,0,,,13.2,,13.6,15,18.8,20.7
259,강진군,2021-10-17 11:00,9.9,,1,,2.5,,0,0,,,14.4,,15.5,15.8,18.7,20.5
259,강진군,2021-10-17 12:00,11,,1,,2.87,,0,0,,,15,,17.1,16.7,18.7,20.3
259,강진군,2021-10-17 13:00,12.2,,1,,2.97,,0,0,,,19.9,,18.3,17.5,18.7,20.2
259,강진군,2021-10-17 14:00,13.1,,1,,2.78,,0,0,,,20.5,,19.4,18.2,18.9,20.1
259,강진군,2021-10-17 15:00,13.8,,1,,2.37,,0,0,,,17.9,,19.7,18.6,18.9,20.2
259,강진군,2021-10-17 16:00,13.3,,1,,1.75,,0,0,,,13,,19.3,18.5,19.1,20.1
259,강진군,2021-10-17 17:00,12.3,,1,,0.98,,0,0,,,11.7,,17.7,18.1,19.2,20.1
259,강진군,2021-10-17 18:00,10.8,,0.5,,0.21,,0,0,,,10.6,,16.1,17.5,19.2,20.3
259,강진군,2021-10-17 19:00,9.6,,,9,,9,0,0,,,10.1,,15.3,16.9,19.1,20.2
259,강진군,2021-10-17 20:00,8.6,,,9,,9,0,0,,,9.6,,14.7,16.4,19.1,20.1
259,강진군,2021-10-17 21:00,8,,,9,,9,0,0,,,9.4,,14.1,16,18.9,20.1
259,강진군,2021-10-17 22:00,7.8,,,9,,9,0,0,,,8.9,,13.8,15.7,18.7,20.1
259,강진군,2021-10-17 23:00,5.9,,,9,,9,0,0,,,8.7,,13.4,15.4,18.6,19.9
259,강진군,2021-10-18 0:00,5.5,,,9,,9,0,0,,,8.4,,13.1,15.1,18.4,20
259,강진군,2021-10-18 1:00,3.9,,,9,,9,0,0,,,8,,12.8,14.9,18.3,19.9
259,강진군,2021-10-18 2:00,3.4,,,9,,9,0,0,,,7.7,,12.5,14.6,18.2,19.7
259,강진군,2021-10-18 3:00,3.1,,,9,,9,0,0,,,7.4,,12.2,14.4,18,19.7
259,강진군,2021-10-18 4:00,2.6,,,9,,9,0,0,,,7.1,,12.1,14.1,17.9,19.4
259,강진군,2021-10-18 5:00,2.4,,,9,,9,0,0,,,7,,11.8,13.9,17.7,19.5
259,강진군,2021-10-18 6:00,1.8,,,9,,9,0,0,,,6.7,,11.5,13.7,17.6,19.2
259,강진군,2021-10-18 7:00,1.7,,0,,0,,0,0,,,6.7,,11.4,13.5,17.4,19.2
259,강진군,2021-10-18 8:00,5,,0.6,,0.39,,0,0,,,7.9,,11.4,13.4,17.3,19
259,강진군,2021-10-18 9:00,9.5,,1,,1.13,,0,0,,,9.5,,12.2,13.5,17.1,19
259,강진군,2021-10-18 10:00,12.2,,1,,1.8,,0,0,,,16,,13.4,14.1,17,18.8
259,강진군,2021-10-18 11:00,14.8,,1,,2.42,,0,0,,,17,,15.8,15.2,17,18.8
259,강진군,2021-10-18 12:00,16.5,,1,,2.76,,1,0,,,17.8,,18.3,16.5,17.2,18.6
259,강진군,2021-10-18 13:00,17.4,,1,,2.84,,0,0,,,24.5,,20,17.7,17.4,18.7
259,강진군,2021-10-18 14:00,18.5,,1,,2.65,,0,0,,,24.6,,20.8,18.6,17.6,18.8
259,강진군,2021-10-18 15:00,18.5,,1,,2.28,,0,0,,,21.8,,20.9,19,18,18.7
259,강진군,2021-10-18 16:00,18.1,,1,,1.54,,5,1,,18,16.8,,20.3,19,18.1,18.9
259,강진군,2021-10-18 17:00,16.6,,0.5,,0.75,,5,5,,16,15.8,,18.5,18.6,18.4,19
259,강진군,2021-10-18 18:00,14.2,,0.2,,0.16,,6,6,,14,14,,17.5,18.2,18.4,19
259,강진군,2021-10-18 19:00,11.9,,,9,,9,6,6,,14,13.6,,16.7,17.7,18.5,19.2
259,강진군,2021-10-18 20:00,11.6,,,9,,9,6,6,,14,12.9,,16.2,17.3,18.5,19.1
259,강진군,2021-10-18 21:00,10.5,,,9,,9,6,6,,15,12.5,,15.6,17,18.4,19.2
259,강진군,2021-10-18 22:00,10.3,,,9,,9,8,8,,14,12,,15.3,16.7,18.4,19.2
259,강진군,2021-10-18 23:00,9,,,9,,9,8,6,,14,11.7,,14.9,16.4,18.3,19.2
259,강진군,2021-10-19 0:00,8.9,,,9,,9,8,8,,,11.8,,14.7,16.2,18.2,19.3
259,강진군,2021-10-19 1:00,8.1,,,9,,9,7,5,,13,11.3,,14.4,15.9,18.1,19.1
259,강진군,2021-10-19 2:00,8.4,,,9,,9,9,8,,14,11.3,,14.2,15.7,18,19.2
259,강진군,2021-10-19 3:00,7.8,,,9,,9,8,5,,13,11.1,,14.1,15.6,18,18.9
259,강진군,2021-10-19 4:00,7.7,,,9,,9,8,8,,13,10.7,,14,15.5,17.8,19.1
259,강진군,2021-10-19 5:00,7.3,,,9,,9,8,8,,12,10.8,,13.7,15.4,17.8,19
259,강진군,2021-10-19 6:00,7.6,,,9,,9,7,7,,12,10.5,,13.8,15.2,17.7,18.9
259,강진군,2021-10-19 7:00,7.2,,0,,0,,5,4,,7,10.6,,13.5,15.1,17.6,19
259,강진군,2021-10-19 8:00,9.4,,0.2,,0.33,,8,5,,6,12.8,,13.8,15.1,17.6,18.7
259,강진군,2021-10-19 9:00,11.3,,0.1,,0.5,,8,3,,5,14.4,,14.6,15.3,17.5,18.9
259,강진군,2021-10-19 10:00,15.2,,1,,1.69,,6,0,,,18.1,,15.6,15.8,17.4,18.6
259,강진군,2021-10-19 11:00,17.1,,1,,2.25,,3,0,,,19.1,,17.6,16.8,17.4,18.7
259,강진군,2021-10-19 12:00,18.5,,1,,2.53,,2,0,,,18.9,,19.4,17.8,17.6,18.6
259,강진군,2021-10-19 13:00,18.6,,0.9,,2.43,,6,3,,5,23.2,,20.1,18.5,17.9,18.6
259,강진군,2021-10-19 14:00,18,,0.6,,1.97,,7,3,,5,22.6,,20,19,18,18.7
259,강진군,2021-10-19 15:00,17.3,,0.6,,1.64,,7,4,,4,20.2,,19.8,19,18.3,18.7
259,강진군,2021-10-19 16:00,16.7,,0.9,,1.49,,5,4,,3,17.9,,20.1,19,18.4,18.9
259,강진군,2021-10-19 17:00,16,,0.8,,0.83,,5,5,,3,16.2,,18.9,18.9,18.5,19
259,강진군,2021-10-19 18:00,15.1,,0.1,,0.12,,2,2,,41,14,,17.6,18.5,18.6,18.9
259,강진군,2021-10-19 19:00,14,,,9,,9,0,0,,,13,,16.6,17.9,18.7,19.2
259,강진군,2021-10-19 20:00,12.9,,,9,,9,0,0,,,12.1,,16,17.4,18.5,19.2
259,강진군,2021-10-19 21:00,12.7,,,9,,9,0,0,,,11.7,,15.4,16.9,18.6,19.1
259,강진군,2021-10-19 22:00,11.8,,,9,,9,5,0,,,11.2,,15,16.5,18.4,19.2
259,강진군,2021-10-19 23:00,9.5,,,9,,9,6,0,,,10.9,,14.6,16.2,18.3,19
259,강진군,2021-10-20 0:00,8.7,,,9,,9,5,0,,,10.7,,14.3,15.9,18.2,19
259,강진군,2021-10-20 1:00,8,,,9,,9,4,0,,,10.6,,14,15.7,18.1,19
259,강진군,2021-10-20 2:00,7.4,,,9,,9,3,1,,4,10.1,,13.7,15.4,17.9,19.1
259,강진군,2021-10-20 3:00,7.9,,,9,,9,6,0,,,10,,13.5,15.3,17.8,18.9
259,강진군,2021-10-20 4:00,7.4,,,9,,9,8,0,,,9.9,,13.2,15,17.7,18.8
259,강진군,2021-10-20 5:00,6.9,,,9,,9,8,0,,,9.9,,13,14.9,17.7,18.8
259,강진군,2021-10-20 6:00,6.6,,,9,,9,9,0,,,9.6,,13.1,14.7,17.4,18.8
259,강진군,2021-10-20 7:00,6.7,,0,,0,,9,0,,,9.8,,12.9,14.6,17.4,18.6
259,강진군,2021-10-20 8:00,8.9,,0,,0.18,,10,0,,,11.3,,13.1,14.6,17.2,18.6
259,강진군,2021-10-20 9:00,10.1,,0,,0.51,,10,0,,,13.1,,13.8,14.7,17.1,18.5
259,강진군,2021-10-20 10:00,12,,0.5,,1.12,,8,0,,,16.5,,14.9,15.1,17.1,18.5
259,강진군,2021-10-20 11:00,13.6,,0.8,,1.53,,7,0,,,16.5,,15.9,15.7,17.1,18.3
259,강진군,2021-10-20 12:00,13.8,,0.4,,1.67,,9,1,,20,17.2,,16.9,16.4,17.2,18.3
259,강진군,2021-10-20 13:00,14.2,,0,,1.28,,9,1,,20,17.9,,17.1,16.8,17.2,18.3
259,강진군,2021-10-20 14:00,14.4,,0,,1.41,,9,0,,,18.5,,17.5,17.1,17.4,18.3
259,강진군,2021-10-20 15:00,15,,0.1,,1.14,,8,1,,48,17.2,,17.7,17.3,17.5,18.4
259,강진군,2021-10-20 16:00,14.3,,0,,0.83,,10,0,,,15.9,,17.3,17.4,17.7,18.5
259,강진군,2021-10-20 17:00,13.8,,0,,0.34,,9,0,,,14.5,,16.6,17.2,17.8,18.3
259,강진군,2021-10-20 18:00,12.6,,0,,0.06,,10,0,,,13.4,,15.9,16.9,17.8,18.5
259,강진군,2021-10-20 19:00,11.6,,,9,,9,10,0,,,12.8,,15.4,16.6,17.8,18.5
259,강진군,2021-10-20 20:00,11.4,,,9,,9,10,0,,,12.5,,15,16.3,17.8,18.5
259,강진군,2021-10-20 21:00,10.4,,,9,,9,10,0,,,12.1,,14.8,16.1,17.7,18.6
259,강진군,2021-10-20 22:00,9.9,,,9,,9,10,0,,,11.9,,14.5,15.9,17.8,18.5
259,강진군,2021-10-20 23:00,9.1,,,9,,9,10,0,,,11.7,,14.2,15.7,17.7,18.5
259,강진군,2021-10-21 0:00,8.7,,,9,,9,10,0,,,11.3,,14.2,15.5,17.5,18.4
259,강진군,2021-10-21 1:00,8.1,,,9,,9,8,0,,,10.6,,13.9,15.4,17.4,18.4
259,강진군,2021-10-21 2:00,7.7,,,9,,9,8,0,,,10.4,,13.5,15.1,17.4,18.5
259,강진군,2021-10-21 3:00,7.6,,,9,,9,9,7,,18,10.5,,13.3,14.9,17.3,18.4
259,강진군,2021-10-21 4:00,7.8,,,9,,9,9,7,,11,10.5,,13.3,14.8,17.2,18.4
259,강진군,2021-10-21 5:00,7.4,,,9,,9,7,7,,14,10,,13.2,14.7,17.1,18.2
259,강진군,2021-10-21 6:00,7,,,9,,9,8,6,,13,9.9,,12.8,14.6,17.1,18.2
259,강진군,2021-10-21 7:00,6.8,,0,,0,,8,7,,13,9.9,,12.7,14.4,17.1,18.2
259,강진군,2021-10-21 8:00,8.5,,0.1,,0.2,,7,7,,13,11.2,,13,14.3,16.8,18.1
259,강진군,2021-10-21 9:00,11.7,,0.4,,0.9,,8,8,,13,14.3,,14,14.6,16.8,18
259,강진군,2021-10-21 10:00,14.3,,0.8,,1.65,,7,7,,13,18.4,,15.2,15.2,16.8,18
259,강진군,2021-10-21 11:00,15.5,,1,,2.1,,8,5,,4,18.3,,16.7,16.1,16.8,17.9
259,강진군,2021-10-21 12:00,16.7,,1,,2.38,,6,6,,13,17.3,,18.3,16.9,16.9,18
259,강진군,2021-10-21 13:00,16.6,,1,,2.2,,7,7,,13,20.3,,19,17.6,17.1,18
259,강진군,2021-10-21 14:00,17.1,,0.8,,1.98,,6,6,,9,22.3,,19.4,18,17.4,18.1
259,강진군,2021-10-21 15:00,16.4,,0.7,,1.61,,7,7,,12,19,,19.3,18.2,17.5,18
259,강진군,2021-10-21 16:00,16.5,,1,,1.48,,6,5,,13,15.9,,19.3,18.2,17.7,18.2
259,강진군,2021-10-21 17:00,15.9,,1,,0.84,,7,7,,12,14.1,,17.7,17.9,17.8,18.2
259,강진군,2021-10-21 18:00,13.9,,0.3,,0.14,,6,6,,12,12.9,,16.4,17.3,17.8,18.3
